,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
113,2759141,2759299,2759261,2758921,2758940,2759002,2759630,2759506,2760077,2759616,2759947,2759769,2759002,2759627,2759225,2760053,2759293,2759917,2759156,2759635,2759627,2759494,2759319,2759303,2760042,2759691,2759966,2759790,2760026,2759684
114,2758963,2759515,2759499,2759904,2759580,2759441,2759164,2759946,2759717,2759652,2759987,2759823,2760122,2760112,2759105,2759977,2758924,2760049,2759632,2759601,2759297,2759714,2760111,2759906,2759288,2759871,2759135,2759541,2759261,2759283
115,2759283,2759917,2759723,2759283,2759921,2759615,2759248,2759748,2759884,2759085,2759620,2759297,2759350,2759072,2759233,2759798,2759381,2759961,2759273,2759009,2759778,2759642,2759695,2759954,2758924,2758965,2759525,2759755,2759594,2759502
116,2759317,2759076,2759409,2759910,2759134,2759149,2759796,2759021,2759156,2759977,2759500,2759382,2759925,2759003,2759619,2759884,2759304,2759398,2759751,2760112,2760007,2759757,2760112,2759092,2759713,2759959,2760101,2759530,2759751,2759104
117,2759757,2759587,2759208,2758986,2759971,2759618,2759738,2760099,2759302,2759119,2759443,2759069,2759933,2759309,2759330,2759305,2759250,2759321,2759370,2759697,2760054,2759191,2759742,2759668,2759270,2760053,2759386,2759602,2759302,2759959
118,2760135,2759187,2759995,2760078,2759495,2759235,2758941,2759875,2759883,2759917,2759790,2759304,2758940,2759505,2759955,2759603,2759116,2759208,2758936,2759053,2759602,2759816,2759227,2759585,2759681,2758997,2759921,2758985,2759941,2759631
119,2759033,2759297,2759554,2759195,2759091,2759827,2759900,2759346,2758960,2759705,2759976,2759509,2759617,2759607,2759116,2759973,2759554,2759767,2760123,2759790,2759824,2759888,2759082,2759020,2759547,2759464,2759687,2759367,2760131,2759067
120,2759788,2759433,2760090,2759179,2759857,2760004,2759699,2760069,2759371,2759578,2759993,2759361,2759166,2759525,2759104,2759745,2760045,2759721,2759188,2760038,2760106,2759799,2758920,2759082,2759686,2759340,2759713,2759399,2759822,2759627
121,2759284,2759755,2759459,2759162,2758959,2759389,2759707,2759413,2759953,2759176,2758946,2759339,2759981,2759022,2759639,2759734,2759033,2759637,2759763,2759137,2759183,2759176,2759747,2759770,2760099,2758914,2759003,2759746,2759279,2759862
122,2758992,2759467,2759713,2760040,2759004,2758964,2759427,2758999,2759624,2759696,2759214,2759531,2759893,2759976,2759226,2759883,2759602,2758942,2759595,2759813,2759694,2759959,2759125,2759305,2759783,2759101,2759793,2759776,2759272,2759957
123,2759846,2759558,2758962,2759772,2759218,2759028,2760137,2758920,2760111,2759651,2759713,2759599,2759034,2759368,2759200,2759179,2759171,2759359,2759147,2759421,2759452,2759903,2759541,2759870,2759930,2759692,2759267,2759064,2759431,2758989
124,2759440,2759362,2759568,2760136,2759546,2758944,2759207,2760084,2759028,2759180,2759754,2760124,2760143,2759541,2759835,2759423,2759318,2759267,2759661,2759587,2759109,2759351,2760078,2759862,2760091,2759545,2759049,2759978,2759440,2760006
125,2759409,2758980,2759650,2759798,2759887,2759355,2760091,2758935,2759703,2759495,2759879,2759459,2759051,2759906,2759753,2759593,2759496,2759438,2758978,2759329,2759391,2759123,2759401,2759594,2759904,2759684,2759819,2759351,2759798,2759484
126,2759562,2759725,2759660,2759623,2758954,2759968,2760058,2759347,2759608,2759074,2759319,2759724,2759219,2759134,2759772,2759841,2758992,2759781,2759137,2759952,2759305,2759652,2759156,2759428,2759182,2759494,2759517,2759022,2758955,2759702
127,2759430,2758954,2759183,2759354,2760072,2759983,2759199,2759777,2759783,2759793,2759451,2759298,2759595,2759203,2759533,2759686,2759713,2759596,2758941,2759868,2759823,2759803,2759114,2759044,2759785,2759752,2759368,2759823,2760118,2759741
128,2759101,2759714,2759362,2759714,2759577,2759764,2759734,2759476,2759228,2759280,2759242,2759879,2758916,2760070,2760142,2760045,2759042,2759777,2759265,2759910,2759907,2759793,2760068,2759649,2759078,2759266,2759345,2760064,2759452,2760088
129,2759561,2759152,2758932,2759908,2759322,2759967,2759092,2759328,2759882,2759206,2759205,2759755,2759759,2759266,2759395,2759381,2759254,2758973,2759101,2759802,2758944,2759031,2759636,2759358,2759881,2759643,2759068,2759388,2759702,2759212
130,2759466,2760084,2759315,2759168,2759227,2758942,2759206,2759474,2760066,2759296,2759495,2759959,2759517,2759696,2759722,2759073,2759118,2759913,2759304,2759963,2758926,2759648,2759173,2759441,2759225,2759281,2759952,2759691,2759194,2759966
131,2759232,2759944,2759453,2759227,2759529,2759304,2759385,2759718,2759510,2759526,2760022,2759722,2759064,2759497,2759963,2759485,2759315,2759632,2760141,2759257,2759800,2759194,2759371,2759273,2759862,2759231,2758992,2759074,2759464,2759679
132,2759208,2759987,2759602,2759531,2759824,2759394,2759251,2759215,2758928,2759516,2759409,2759188,2759465,2759777,2759280,2759453,2759069,2759794,2759766,2759109,2759476,2759598,2759285,2759387,2759162,2759473,2759108,2759014,2759984,2759491
133,2759660,2759800,2759893,2759304,2759710,2759839,2759453,2759855,2759690,2759211,2759105,2759194,2759528,2759509,2759312,2759946,2759456,2759199,2760104,2759888,2759360,2759657,2759249,2760021,2759410,2759772,2760143,2759349,2759644,2759018
134,2759045,2758959,2758957,2758974,2759114,2759018,2759917,2760046,2759556,2759109,2759233,2759272,2759848,2758973,2759045,2759747,2759944,2759995,2759469,2758946,2760130,2759515,2759494,2759453,2760128,2759171,2760114,2759754,2760084,2759437
135,2759915,2759564,2760027,2759083,2759651,2759978,2760125,2759978,2759916,2759460,2759179,2759466,2759278,2759319,2759156,2759955,2759362,2759780,2759018,2759185,2759010,2758990,2759155,2759195,2759106,2758974,2760081,2759959,2759031,2759068
136,2759884,2759291,2759789,2759351,2759451,2759171,2759098,2760118,2759888,2759365,2759445,2758949,2759356,2758940,2759002,2759751,2760143,2760142,2759691,2759953,2760016,2758927,2760132,2758998,2759877,2758986,2759013,2759824,2759217,2760112
137,2760127,2759140,2759905,2759795,2759375,2759888,2758939,2759779,2759451,2758965,2759702,2759596,2760007,2759303,2759939,2759642,2759191,2759372,2759138,2759664,2759978,2759054,2758961,2759078,2759836,2759911,2759321,2760012,2760007,2758958
138,2759645,2760130,2759044,2759141,2760046,2759483,2759160,2759467,2759296,2759701,2758960,2759103,2759967,2759805,2759133,2759436,2759818,2759309,2760062,2759957,2759652,2758991,2758939,2760060,2758917,2759381,2759997,2758920,2759188,2759329
139,2759436,2759257,2759015,2759691,2759433,2759396,2759436,2759099,2759339,2759193,2759745,2759018,2759441,2759185,2759761,2759678,2759847,2759130,2759746,2759955,2759511,2759212,2759578,2759154,2759708,2759384,2759683,2759207,2759135,2759837
140,2759154,2759496,2759294,2760038,2759314,2759596,2759837,2759689,2759770,2759116,2758922,2759328,2759474,2759762,2759703,2759976,2760042,2759859,2759118,2759316,2759072,2759436,2759028,2760046,2759085,2759574,2759530,2759695,2759744,2759918
141,2759021,2759349,2759414,2759212,2759699,2759610,2759969,2759338,2759803,2759344,2759427,2759195,2759864,2759020,2759862,2759755,2759217,2759366,2759021,2759087,2759598,2759034,2759464,2759289,2758981,2759251,2759859,2759149,2759857,2760140
142,2758998,2760008,2759195,2759366,2759006,2759601,2759625,2759165,2759265,2759577,2759576,2759347,2759493,2760143,2759126,2759285,2759054,2758952,2759607,2759745,2759427,2759534,2759781,2759351,2759802,2759699,2759104,2759148,2759033,2758914
143,2759183,2760046,2759242,2759817,2759014,2758994,2759490,2759034,2759539,2759047,2759384,2759796,2759238,2759372,2759020,2759656,2759905,2759561,2759162,2759993,2759315,2759585,2760001,2759877,2759528,2759726,2759081,2759516,2759788,2758974
144,2759149,2759300,2759643,2759673,2759073,2759013,2760090,2760065,2759078,2759983,2758995,2759820,2759021,2759946,2759857,2759689,2758930,2759357,2759105,2759656,2759042,2759250,2759725,2759283,2759523,2759113,2759425,2759091,2759955,2759658
145,2759078,2759346,2759051,2759094,2759145,2759905,2759112,2759566,2759681,2759138,2759725,2759238,2759833,2759344,2758977,2759797,2760135,2759564,2759464,2759280,2759596,2759764,2759983,2759694,2759775,2759913,2759365,2759789,2759793,2759345
146,2759767,2759002,2759820,2759401,2759178,2759660,2759858,2758971,2759870,2759707,2759692,2759499,2759985,2758920,2759484,2758962,2759437,2759916,2759795,2759271,2759020,2759689,2759020,2759814,2759499,2759881,2759226,2760081,2759271,2759278
147,2759968,2759384,2759555,2759257,2759778,2759514,2759070,2759658,2759909,2759265,2759012,2760140,2759283,2759789,2760130,2759443,2759582,2759835,2759293,2759992,2759930,2759779,2759265,2759409,2759045,2759635,2758930,2759600,2760130,2759372
148,2759634,2759226,2759862,2759543,2759744,2759510,2759163,2759187,2759299,2759293,2760127,2759000,2759956,2759257,2759571,2759214,2759388,2759734,2759315,2760016,2759317,2759285,2759085,2759233,2759346,2759874,2760121,2759999,2759039,2759652
149,2759956,2759683,2759002,2759577,2759870,2759416,2759782,2759874,2759939,2760063,2759252,2759389,2758946,2759507,2759425,2759595,2759285,2759906,2759416,2759766,2759524,2759213,2759797,2759265,2759795,2759031,2760062,2759657,2760135,2759440
150,2759211,2759884,2759423,2760018,2759147,2759125,2759445,2759615,2758957,2760043,2760142,2759556,2759196,2759511,2760052,2759615,2759109,2759515,2759798,2759160,2760091,2759956,2759820,2759893,2759861,2759750,2758964,2758999,2759280,2759183
151,2759422,2760063,2759599,2759465,2759883,2759539,2759558,2759987,2760090,2759388,2759752,2759691,2759837,2759407,2759169,2759329,2759314,2759242,2759294,2759881,2760034,2759386,2758991,2759735,2760137,2759782,2759564,2759684,2759718,2758998
152,2759671,2759028,2759226,2760049,2759888,2759249,2759284,2759425,2759394,2759694,2759648,2759871,2759829,2759298,2759548,2759658,2759309,2759233,2760088,2759939,2759175,2759182,2759425,2759951,2759891,2759529,2759231,2760104,2760133,2759954
153,2759367,2759976,2759239,2759356,2759465,2759886,2760135,2759526,2758926,2759769,2760143,2759564,2759388,2759645,2759679,2759944,2759347,2758951,2759372,2759890,2759019,2759738,2759707,2759717,2758978,2760099,2759257,2759915,2759620,2759042
154,2759891,2759594,2759531,2759883,2759894,2759799,2760132,2759036,2759175,2760128,2758936,2760099,2759696,2759910,2758964,2759803,2759493,2759473,2759003,2759701,2759502,2760066,2760127,2759635,2759917,2759093,2759727,2759302,2759463,2759145
155,2759531,2759966,2760045,2760013,2759541,2759547,2759589,2759805,2759730,2759663,2759540,2759006,2760091,2760142,2759708,2760068,2759682,2759496,2759935,2759125,2760009,2759180,2759623,2759799,2759517,2759707,2760098,2759881,2759186,2759467
156,2759839,2759209,2759951,2759303,2759926,2759526,2759169,2759897,2759523,2759456,2760073,2759627,2759228,2760109,2759419,2759105,2759018,2759930,2758940,2758979,2759790,2760060,2758926,2759197,2759589,2759195,2759088,2759908,2758927,2760081
157,2759346,2759774,2759268,2759663,2759732,2759502,2760120,2759730,2760124,2759499,2759122,2759874,2759494,2759827,2760069,2759939,2759278,2759824,2759835,2759289,2759942,2759198,2759309,2760018,2759496,2758961,2759958,2759194,2759814,2759281
158,2759370,2759180,2759314,2758928,2759612,2759085,2759763,2759701,2759506,2759505,2759315,2758930,2760076,2759853,2758935,2759937,2760104,2759627,2759457,2759332,2759303,2758989,2759977,2759923,2759277,2759275,2759692,2760063,2759219,2759650
159,2760142,2759634,2759714,2759430,2760099,2759948,2759055,2760078,2759365,2759351,2759373,2760053,2759894,2759222,2759515,2760056,2759769,2759534,2759555,2759168,2759337,2759593,2759562,2759742,2759497,2759949,2759753,2759632,2759777,2759690
160,2759416,2759816,2759974,2759859,2759315,2759890,2759561,2759771,2759024,2759750,2759890,2759917,2759993,2759603,2759839,2759965,2759232,2759624,2759979,2759096,2758920,2759092,2759593,2759035,2759642,2759954,2759188,2759081,2759753,2759612
161,2759761,2759738,2759493,2759268,2759135,2759199,2759528,2759106,2759747,2759295,2759834,2759166,2758996,2758924,2759376,2759556,2759273,2759187,2759014,2759152,2759992,2759587,2759772,2759937,2759973,2759648,2759279,2759280,2758978,2759847
162,2759862,2759897,2759577,2759176,2759610,2759000,2759256,2759833,2759602,2759933,2760037,2759126,2759885,2759342,2759017,2759118,2759031,2759687,2760008,2759315,2759901,2759777,2759356,2760001,2759087,2759890,2759546,2759187,2759311,2759946
163,2760077,2759329,2760044,2758994,2758921,2759908,2759109,2759395,2759907,2759036,2759799,2759239,2759906,2759998,2758920,2759456,2760084,2759340,2759546,2759252,2759271,2759438,2759047,2759587,2758929,2759114,2759010,2759406,2759785,2759923
164,2759114,2759959,2759347,2759493,2759266,2758946,2760055,2759162,2759822,2759225,2759690,2759526,2759516,2760111,2759852,2759789,2759163,2759164,2759805,2759795,2759490,2759664,2759777,2759278,2760055,2759028,2759668,2759198,2759024,2759293
165,2760018,2759087,2759618,2759879,2760056,2759772,2759499,2759983,2759617,2759608,2758994,2759140,2758932,2758999,2760046,2759013,2759122,2759744,2759348,2760130,2759232,2759919,2759350,2759595,2759141,2759216,2759356,2759051,2759277,2760004
166,2759653,2759167,2759909,2759802,2759717,2759930,2759986,2759110,2759566,2759343,2759126,2759900,2759336,2759714,2759990,2759389,2759500,2760111,2759530,2759344,2760032,2759904,2759661,2759679,2759343,2760002,2759658,2759171,2759684,2759522
167,2759105,2759525,2759780,2759445,2759102,2759904,2759660,2759381,2759123,2760136,2759389,2759662,2759558,2759019,2759721,2759527,2759620,2760068,2759381,2759416,2758996,2759555,2759261,2759198,2759624,2759350,2759430,2759753,2759586,2759094
168,2759458,2760019,2759438,2759915,2759822,2759116,2759656,2759891,2759450,2759035,2759632,2759734,2759776,2759465,2759304,2759396,2759985,2759467,2759016,2759227,2759619,2759211,2759122,2759551,2759187,2759165,2759507,2759176,2759064,2758995
169,2759069,2759649,2760073,2759305,2760022,2759757,2759291,2760073,2759273,2759316,2759748,2759918,2758920,2760062,2759901,2759646,2759425,2759732,2759422,2759156,2760121,2759524,2759843,2759646,2760131,2759713,2760059,2759697,2758962,2759311
170,2760062,2759012,2759343,2759900,2759853,2760088,2760062,2759699,2759135,2759764,2759416,2759280,2759490,2760053,2759033,2759061,2759780,2759272,2759452,2759069,2759039,2758939,2760135,2760075,2760136,2758930,2759848,2760066,2759292,2759718
171,2759122,2759852,2759882,2760140,2759416,2759329,2759338,2759723,2759277,2759905,2759432,2759474,2759193,2759907,2759212,2759904,2759013,2759541,2760042,2759857,2760109,2759445,2759921,2759286,2758920,2758981,2759212,2759710,2760080,2759039
172,2759642,2759662,2759674,2759567,2759217,2759695,2759823,2760062,2759188,2759767,2759787,2759667,2760106,2759584,2759755,2759827,2760028,2759816,2759623,2759951,2759095,2759169,2759060,2759122,2759217,2759388,2759826,2759501,2759800,2759800
173,2760065,2759506,2759547,2759467,2759408,2759087,2759006,2759510,2758989,2759528,2759391,2759152,2760034,2759051,2759478,2759000,2759034,2759110,2759539,2759423,2759506,2759766,2759118,2759171,2759521,2759708,2759978,2759607,2760041,2759855
174,2759997,2759995,2759774,2759198,2759816,2759534,2759076,2758922,2759923,2759547,2760098,2759965,2759298,2759875,2759339,2759022,2759428,2759380,2759730,2759348,2759491,2760104,2759243,2759155,2759262,2759273,2759644,2759277,2759413,2759243
175,2758921,2759074,2759955,2759460,2759116,2759173,2759576,2760007,2759144,2759346,2759981,2759717,2759357,2759682,2759113,2760096,2759243,2758931,2759251,2759300,2759897,2759620,2760045,2759990,2759160,2760001,2760037,2759931,2759847,2759796
176,2759473,2759678,2759279,2759058,2759022,2759047,2759495,2759904,2759347,2759782,2759312,2759636,2760069,2759826,2759317,2758978,2759452,2759107,2759458,2759590,2759954,2758920,2759646,2759270,2759461,2758991,2759423,2759968,2759180,2759344
177,2759707,2759344,2759911,2759593,2759251,2759966,2760001,2760111,2759861,2760060,2759458,2759797,2759775,2759770,2759271,2759958,2758995,2759595,2760044,2758916,2759752,2759911,2759799,2759401,2758962,2759833,2759093,2759813,2759329,2759251
178,2759977,2759182,2759302,2758961,2759230,2759977,2758954,2759959,2759239,2759693,2759074,2759198,2759271,2759674,2759188,2759101,2759281,2759947,2759349,2759006,2759284,2759641,2759312,2759724,2759857,2759312,2759711,2759690,2758951,2759265
179,2759887,2759772,2760012,2759907,2759566,2759140,2759673,2759547,2759722,2759013,2759966,2759133,2759608,2759909,2759430,2759682,2759805,2759484,2759295,2758959,2758986,2759343,2759976,2760068,2759603,2759012,2759963,2759017,2759355,2759165
180,2759383,2759060,2759215,2759887,2759182,2760079,2760086,2759193,2759904,2759558,2759195,2758947,2759539,2758917,2759180,2759467,2759594,2759568,2759724,2759723,2759460,2759065,2759208,2759948,2759554,2759978,2759705,2759469,2759993,2759968
181,2759116,2759210,2759495,2759255,2759359,2759529,2758981,2759502,2760043,2759824,2759593,2759990,2759914,2759279,2758994,2759966,2759690,2760085,2759918,2759085,2759793,2759855,2759917,2759687,2759354,2759408,2760052,2759300,2759441,2759330
182,2759245,2759828,2760072,2759754,2759036,2759778,2759126,2760016,2759974,2759797,2759833,2759570,2759165,2760006,2760112,2759594,2759064,2759808,2759971,2759330,2759695,2759705,2758955,2759437,2759028,2759268,2759099,2759425,2759963,2759727
183,2759836,2759050,2759526,2759695,2759584,2759751,2759314,2759261,2760131,2758979,2758980,2759616,2759329,2759148,2759717,2759635,2759746,2759284,2759483,2759213,2759282,2759388,2759555,2759497,2759619,2759462,2759976,2759981,2759359,2759909
184,2759628,2760059,2759020,2759600,2759196,2759755,2759570,2759578,2759344,2759348,2759178,2759598,2759930,2758937,2758997,2759018,2759772,2758937,2759620,2758914,2759637,2759107,2759918,2760049,2759305,2759722,2759799,2759458,2760125,2760019
185,2759476,2760111,2759067,2759000,2759493,2758937,2758973,2760070,2759343,2759619,2759817,2759692,2759698,2759045,2759069,2759296,2759119,2760055,2759550,2759135,2759322,2759668,2759497,2760101,2759367,2759939,2759918,2759816,2759401,2759814
186,2759386,2759673,2759745,2759288,2759817,2760009,2759203,2758997,2759243,2759186,2759414,2759353,2759125,2759941,2759984,2759601,2759908,2759864,2759689,2759206,2758957,2759782,2759607,2759992,2759522,2759718,2759900,2759330,2759752,2759109
187,2759796,2759596,2759135,2758991,2760101,2759518,2759682,2758921,2759283,2759309,2758958,2759038,2759138,2759202,2759046,2759250,2759328,2759701,2759756,2759460,2759245,2759175,2759999,2760013,2759035,2759318,2758996,2760013,2760101,2759526
188,2759679,2759205,2759959,2759311,2758960,2759829,2759017,2759329,2759527,2759642,2760045,2758979,2759753,2760012,2759014,2759826,2760062,2759279,2759054,2759401,2759166,2759947,2759540,2759939,2759506,2759176,2760003,2759661,2759053,2759153
189,2759966,2759790,2759069,2759458,2759910,2759503,2759004,2759576,2759584,2759624,2759477,2758996,2759009,2759139,2759206,2759664,2759968,2759322,2759480,2759171,2758931,2760054,2760124,2759259,2759875,2759981,2759496,2759856,2759044,2759206
190,2760076,2759650,2760127,2760044,2759222,2759881,2759623,2759610,2759868,2759315,2759881,2760077,2759818,2758997,2759451,2759003,2759648,2759610,2758943,2759713,2758971,2759460,2759268,2759637,2759998,2759044,2759369,2759794,2759495,2759210
191,2759852,2759239,2758931,2759877,2759000,2759986,2760043,2759769,2759272,2759708,2759311,2759868,2759671,2759686,2759958,2759209,2760129,2759900,2759747,2759596,2759820,2759653,2759556,2759764,2759661,2759167,2759734,2759266,2759212,2760064
192,2759738,2759862,2759210,2759330,2760143,2759391,2759701,2759803,2759130,2759362,2759961,2760127,2759998,2759725,2759949,2759862,2759808,2759619,2759342,2760106,2759208,2759016,2759888,2760141,2759753,2759852,2759448,2759465,2759478,2759698
193,2759167,2759134,2759948,2759361,2759175,2759667,2758947,2759890,2759503,2760076,2759206,2759338,2759722,2759858,2759050,2759046,2759289,2759449,2759926,2759651,2759947,2759827,2759366,2758995,2759650,2759399,2759228,2759329,2759783,2759004
194,2759992,2759101,2759952,2759284,2758928,2759903,2759606,2759552,2758935,2759422,2759506,2760004,2759191,2759208,2759948,2759349,2759877,2759137,2759871,2759436,2759966,2759076,2759053,2759165,2760049,2759646,2759410,2759048,2759698,2759674
195,2759639,2760004,2759003,2759344,2759406,2759284,2759569,2760038,2759500,2759428,2759877,2759463,2759346,2759559,2759035,2759501,2759238,2758940,2759505,2760064,2759667,2758926,2758914,2760058,2759443,2759507,2759133,2758931,2758990,2759055
196,2759985,2758928,2759904,2759746,2759168,2760034,2759144,2759698,2759823,2759408,2759884,2759587,2759802,2759782,2759649,2759015,2759952,2759527,2759484,2759108,2759144,2759724,2759617,2760059,2758916,2759582,2759477,2759466,2759072,2758963
197,2759533,2758917,2759047,2759073,2759668,2759901,2759658,2759024,2759954,2759091,2759703,2760012,2759515,2759661,2759923,2759879,2759521,2759360,2760012,2759233,2759160,2759099,2759651,2759421,2759602,2760026,2759045,2759837,2759140,2759639
198,2759753,2759485,2759885,2759886,2759342,2759257,2759375,2759980,2759295,2759509,2759858,2759399,2760081,2759373,2759803,2759877,2760013,2759717,2759317,2759785,2759616,2759822,2759873,2759622,2759256,2759354,2759903,2759298,2759587,2759608
199,2759772,2759475,2758964,2759034,2759045,2759477,2759299,2759182,2759173,2759724,2759509,2759455,2759187,2758971,2759162,2760098,2759689,2759465,2759848,2760049,2759399,2759265,2759304,2759297,2759427,2759916,2759395,2760130,2759394,2759885
200,2759369,2759955,2759553,2760101,2759628,2758974,2759238,2759820,2759834,2759474,2760141,2759044,2759168,2759167,2759051,2759386,2759311,2759014,2758930,2759714,2760073,2759002,2759329,2759634,2759294,2758927,2760058,2759646,2758982,2759284
201,2759849,2759931,2759977,2759251,2759968,2759958,2759182,2759639,2759835,2759848,2759649,2759673,2758937,2759494,2759356,2759990,2760078,2759421,2759114,2759102,2759580,2759309,2759915,2759343,2759817,2759623,2759699,2759595,2759338,2759474
202,2759046,2758958,2759214,2759668,2759152,2760060,2759556,2759616,2760075,2758952,2759554,2759168,2760040,2759536,2759458,2759006,2759073,2759145,2760043,2759430,2759946,2759409,2759054,2759673,2759747,2760080,2759462,2759047,2759884,2759061
203,2759051,2759922,2759182,2759942,2759226,2759725,2759286,2760089,2759104,2759398,2759782,2759370,2760100,2759053,2760007,2760101,2759380,2760063,2759925,2759608,2759093,2759823,2760098,2759997,2759707,2759696,2759873,2759906,2759438,2759261
204,2759917,2759628,2759316,2759436,2759294,2759862,2759875,2759963,2758929,2760133,2758952,2758958,2759268,2759713,2759319,2759553,2759913,2759239,2759387,2759726,2759777,2759417,2759881,2759625,2760003,2759637,2759782,2759572,2759145,2758947
205,2760060,2758949,2759211,2759973,2759616,2759668,2759774,2759953,2759457,2760088,2759148,2760091,2759915,2759574,2759448,2758952,2758951,2760052,2760063,2759045,2758928,2760099,2759419,2759793,2758937,2758980,2759529,2760045,2759944,2760052
206,2759879,2759619,2759166,2760104,2759787,2759370,2759644,2759858,2759356,2760098,2759285,2758937,2759261,2758941,2758957,2759847,2758920,2759319,2759657,2759698,2759780,2759483,2759332,2759803,2759799,2759556,2759813,2759973,2759648,2760076
207,2759785,2759343,2759687,2759499,2760133,2760066,2759191,2759648,2759349,2759064,2759448,2759505,2759469,2759965,2759240,2759180,2759303,2760022,2759203,2760069,2760039,2759372,2760120,2759317,2758992,2759884,2759768,2759836,2759260,2759259
208,2758981,2759233,2759522,2759456,2759798,2759073,2759580,2759496,2759238,2759580,2759087,2760120,2759082,2759012,2760136,2759072,2759708,2759787,2759245,2759981,2759108,2759637,2759954,2759464,2759255,2760111,2759741,2759178,2758926,2759616
209,2759295,2759355,2760084,2759133,2758999,2759645,2759935,2759317,2760013,2759450,2758920,2759955,2760038,2759534,2759624,2759582,2759422,2760046,2759761,2759930,2759882,2759114,2759107,2759827,2759628,2759145,2759576,2759923,2759210,2760141
210,2759406,2759266,2759744,2759317,2759997,2759286,2759397,2759216,2759959,2760129,2759795,2759480,2759158,2759165,2759450,2759186,2759108,2758996,2759361,2760056,2759188,2760133,2759017,2759191,2758965,2759230,2760027,2759644,2759667,2760034
211,2759732,2759829,2759858,2759389,2759496,2759242,2759997,2759222,2759846,2759491,2759925,2759144,2759083,2759617,2759015,2759099,2759441,2759761,2759780,2758935,2759485,2759967,2759590,2759495,2759362,2759014,2759153,2759240,2759443,2759703
212,2759389,2759006,2759693,2759009,2759484,2760059,2759885,2759094,2759171,2759909,2759251,2760039,2759385,2758980,2758929,2759017,2759370,2759770,2759984,2759650,2759155,2759931,2759036,2759578,2759910,2759864,2759245,2759918,2760056,2759664
213,2759874,2758937,2759455,2759748,2759125,2759371,2759693,2759321,2758962,2759562,2759135,2759165,2759236,2759918,2759606,2759218,2758965,2759785,2759419,2758986,2759558,2759078,2759119,2759009,2759567,2759349,2759516,2760001,2759158,2759921
214,2760064,2759915,2759829,2760016,2759653,2760143,2759746,2759759,2758994,2759687,2760012,2759523,2759257,2759401,2759770,2759347,2759824,2759903,2759318,2759907,2759449,2759018,2759502,2759093,2759416,2759193,2759748,2759730,2760142,2759708
215,2759339,2760133,2759219,2759548,2759600,2759568,2759795,2759933,2760143,2759076,2759800,2759628,2759541,2759935,2759076,2759930,2759216,2759558,2760143,2759524,2759199,2759293,2759699,2759475,2759778,2759977,2759857,2759793,2759002,2759248
216,2759252,2759289,2759317,2759649,2760123,2759049,2759322,2759586,2759764,2759372,2759957,2759065,2759922,2759587,2760034,2759372,2758943,2759305,2759664,2758924,2760078,2760136,2759805,2759188,2759147,2759298,2759493,2759891,2759410,2759983
217,2758923,2759668,2759730,2760143,2759225,2759859,2759391,2759387,2759414,2759027,2759236,2759697,2759419,2759808,2759918,2759776,2759248,2759894,2759708,2759282,2759296,2759369,2759837,2758978,2759484,2759292,2759031,2759261,2759167,2759849
218,2759261,2759260,2759430,2759440,2759013,2760086,2759298,2760125,2759459,2759305,2759841,2759690,2759979,2759476,2759235,2759053,2759522,2759768,2758947,2760032,2759102,2759459,2759913,2759841,2759261,2759286,2760132,2759635,2759370,2759883
219,2759300,2759473,2759673,2759319,2759300,2759501,2759387,2759785,2760101,2759648,2759182,2759289,2759548,2759171,2760016,2759852,2759299,2759501,2759219,2759678,2759552,2759214,2759732,2759408,2759027,2759883,2759048,2759365,2759305,2759681
220,2759095,2759998,2759524,2759353,2759993,2759554,2758935,2759113,2759406,2759231,2759744,2760063,2759965,2759726,2758961,2759566,2759398,2759668,2759232,2759360,2759013,2759356,2759342,2759895,2759916,2759979,2759250,2760062,2760096,2759686
221,2759571,2760080,2759768,2759923,2759398,2760054,2760133,2759262,2759911,2759484,2759345,2759093,2760037,2760080,2760090,2758958,2759636,2760093,2759580,2759098,2759067,2759603,2760004,2759214,2759462,2759483,2759483,2759927,2759762,2759518
222,2759443,2759267,2759154,2760070,2759955,2759083,2759212,2759417,2760091,2759209,2759618,2759937,2759642,2759099,2759433,2759949,2759367,2759644,2759941,2759721,2759711,2759102,2759133,2759833,2759279,2759554,2759915,2759285,2759958,2758952
223,2759303,2758991,2759606,2759965,2759855,2759748,2759474,2759137,2759118,2760096,2759463,2759074,2759610,2758922,2759735,2759882,2759483,2759987,2759355,2759248,2759906,2758996,2759625,2759554,2759251,2759134,2758957,2759012,2759617,2759230
224,2759073,2759298,2759900,2759266,2759763,2759274,2759179,2759048,2758995,2759641,2759068,2759651,2760130,2758981,2758936,2758979,2758985,2759232,2759641,2759967,2758937,2759003,2759228,2759567,2758958,2759765,2759317,2759305,2759826,2759783
225,2759979,2759953,2760118,2759217,2759609,2759054,2760021,2759358,2759618,2759156,2758928,2759689,2759094,2759683,2759556,2760088,2759904,2760081,2758928,2759555,2759163,2759885,2759280,2759864,2759763,2759958,2759987,2759054,2759176,2759953
226,2759553,2759871,2759590,2759243,2759776,2759858,2759421,2759398,2759841,2759955,2760027,2759546,2759662,2759312,2759824,2759622,2760075,2758981,2759939,2759630,2759104,2759771,2759427,2759147,2759386,2758939,2759217,2759571,2760072,2759169
